Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-05,00:00,0.0,,,55,6,,1.1
2016-10-05,00:30,,0,0,,,,
2016-10-05,01:00,0.0,,,58,6,,0.5
2016-10-05,01:30,,0,0,,,,
2016-10-05,02:00,0.0,,,59,4,,1.6
2016-10-05,02:30,,0,0,,,,
2016-10-05,03:00,0.0,,,57,3,,2.2
2016-10-05,03:30,,0,0,,,,
2016-10-05,04:00,0.0,,,55,4,,2.3
2016-10-05,04:30,,0,0,,,,
2016-10-05,05:00,0.0,,,52,4,,3.0
2016-10-05,05:30,,0,0,,,,
2016-10-05,06:00,0.0,,,52,7,,2.2
2016-10-05,06:30,,0,0,,,,
2016-10-05,07:00,0.0,,,53,5,,0.5
2016-10-05,07:30,,0,0,,,,
2016-10-05,08:00,0.0,,,49,4,,0.5
2016-10-05,08:30,,0,0,,,,
2016-10-05,09:00,0.0,,,46,3,,0.5
2016-10-05,09:30,,0,0,,,,
2016-10-05,10:00,0.0,,,47,2,,0.5
2016-10-05,10:30,,0,0,,,,
2016-10-05,11:00,0.0,,,47,1,,0.5
2016-10-05,11:30,,0,0,,,,
2016-10-05,12:00,0.0,,,49,5,,0.5
2016-10-05,12:30,,0,0,,,,
2016-10-05,13:00,0.0,,,50,4,,0.5
2016-10-05,13:30,,0,0,,,,
2016-10-05,14:00,0.0,,,52,2,,0.5
2016-10-05,14:30,,0,0,,,,
2016-10-05,15:00,0.0,,,49,3,,0.5
2016-10-05,15:30,,0,0,,,,
2016-10-05,16:00,0.0,,,54,3,,0.5
2016-10-05,16:30,,0,0,,,,
2016-10-05,17:00,0.0,,,60,4,,0.5
2016-10-05,17:30,,0,0,,,,
2016-10-05,18:00,0.0,,,63,2,,0.5
2016-10-05,18:30,,0,0,,,,
2016-10-05,19:00,0.0,,,60,0,,0.5
2016-10-05,19:30,,0,0,,,,
2016-10-05,20:00,0.0,,,58,0,,0.5
2016-10-05,20:30,,0,0,,,,
2016-10-05,21:00,0.0,,,59,0,,0.5
2016-10-05,21:30,,0,0,,,,
2016-10-05,22:00,0.0,,,57,0,,0.5
2016-10-05,22:30,,0,0,,,,
2016-10-05,23:00,0.0,,,56,0,,0.5
2016-10-05,23:30,,0,0,,,,
2016-10-06,00:00,0.0,,,55,0,,0.5
2016-10-06,00:30,,0,0,,,,
2016-10-06,01:00,0.0,,,55,0,,0.5
2016-10-06,01:30,,0,0,,,,
2016-10-06,02:00,0.0,,,55,0,,0.5
2016-10-06,02:30,,0,0,,,,
2016-10-06,03:00,0.0,,,53,1,,0.5
2016-10-06,03:30,,0,0,,,,
2016-10-06,04:00,0.0,,,51,1,,0.5
2016-10-06,04:30,,0,0,,,,
2016-10-06,05:00,0.0,,,47,1,,0.5
2016-10-06,05:30,,0,0,,,,
2016-10-06,06:00,0.0,,,40,1,,0.5
2016-10-06,06:30,,0,0,,,,
2016-10-06,07:00,0.0,,,39,1,,0.5
2016-10-06,07:30,,0,0,,,,
2016-10-06,08:00,0.0,,,38,0,,0.5
2016-10-06,08:30,,0,0,,,,
2016-10-06,09:00,0.0,,,35,0,,0.5
2016-10-06,09:30,,0,0,,,,
2016-10-06,10:00,0.0,,,33,2,,0.5
2016-10-06,10:30,,0,0,,,,
2016-10-06,11:00,0.0,,,32,1,,0.5
2016-10-06,11:30,,0,0,,,,
2016-10-06,12:00,0.0,,,31,0,,0.5
2016-10-06,12:30,,0,0,,,,
2016-10-06,13:00,0.0,,,33,0,,1.5
2016-10-06,13:30,,0,0,,,,
2016-10-06,14:00,0.0,,,33,1,,2.1
2016-10-06,14:30,,0,0,,,,
2016-10-06,15:00,0.0,,,34,1,,1.1
2016-10-06,15:30,,0,0,,,,
2016-10-06,16:00,0.0,,,34,1,,1.3
2016-10-06,16:30,,0,0,,,,
2016-10-06,17:00,0.0,,,36,0,,0.5
2016-10-06,17:30,,0,0,,,,
2016-10-06,18:00,0.0,,,38,1,,0.5
2016-10-06,18:30,,0,0,,,,
2016-10-06,19:00,0.0,,,38,0,,0.5
2016-10-06,19:30,,0,0,,,,
2016-10-06,20:00,0.0,,,33,1,,0.5
2016-10-06,20:30,,0,0,,,,
2016-10-06,21:00,0.0,,,30,1,,0.5
2016-10-06,21:30,,0,0,,,,
2016-10-06,22:00,0.0,,,23,1,,2.1
2016-10-06,22:30,,0,0,,,,
2016-10-06,23:00,0.0,,,25,2,,0.5
2016-10-06,23:30,,0,0,,,,
2016-10-07,00:00,0.0,,,23,1,,0.5
2016-10-07,00:30,,0,0,,,,
2016-10-07,01:00,0.0,,,21,1,,0.5
2016-10-07,01:30,,0,0,,,,
2016-10-07,02:00,0.0,,,21,1,,0.5
2016-10-07,02:30,,0,0,,,,
2016-10-07,03:00,0.0,,,19,0,,0.5
2016-10-07,03:30,,0,0,,,,
2016-10-07,04:00,0.0,,,19,0,,0.5
2016-10-07,04:30,,0,0,,,,
2016-10-07,05:00,0.0,,,17,1,,0.5
2016-10-07,05:30,,0,0,,,,
2016-10-07,06:00,0.0,,,16,1,,0.5
2016-10-07,06:30,,0,0,,,,
2016-10-07,07:00,0.0,,,15,1,,0.5
2016-10-07,07:30,,0,0,,,,
2016-10-07,08:00,0.0,,,15,0,,0.5
2016-10-07,08:30,,0,0,,,,
2016-10-07,09:00,0.0,,,15,1,,0.5
2016-10-07,09:30,,0,0,,,,
2016-10-07,10:00,0.0,,,16,4,,0.5
2016-10-07,10:30,,0,0,,,,
2016-10-07,11:00,0.0,,,17,2,,0.5
2016-10-07,11:30,,0,0,,,,
2016-10-07,12:00,0.0,,,18,2,,1.1
2016-10-07,12:30,,0,0,,,,
2016-10-07,13:00,0.0,,,23,1,,1.7
2016-10-07,13:30,,0,0,,,,
2016-10-07,14:00,0.0,,,24,4,,2.5
2016-10-07,14:30,,0,0,,,,
2016-10-07,15:00,0.0,,,31,4,,1.8
2016-10-07,15:30,,0,0,,,,
2016-10-07,16:00,0.0,,,33,3,,1.5
2016-10-07,16:30,,0,0,,,,
2016-10-07,17:00,0.0,,,32,4,,1.3
2016-10-07,17:30,,0,0,,,,
2016-10-07,18:00,0.0,,,30,4,,1.2
2016-10-07,18:30,,0,0,,,,
2016-10-07,19:00,0.0,,,33,5,,1.1
2016-10-07,19:30,,0,0,,,,
2016-10-07,20:00,0.0,,,32,4,,0.5
2016-10-07,20:30,,0,0,,,,
2016-10-07,21:00,0.0,,,28,7,,0.5
