Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-05,16:30,,0,0,0,,,
2016-10-05,17:00,,37,32,,,,
2016-10-05,17:30,,0,0,0,,,
2016-10-05,18:00,,13,15,,,,
2016-10-05,18:30,,0,0,0,,,
2016-10-05,19:00,,3,8,,,,
2016-10-05,19:30,,0,0,0,,,
2016-10-05,20:00,,3,8,,,,
2016-10-05,20:30,,0,0,0,,,
2016-10-05,21:00,,3,6,,,,
2016-10-05,21:30,,0,0,0,,,
2016-10-05,22:00,,2,4,,,,
2016-10-05,22:30,,0,0,0,,,
2016-10-05,23:00,,2,4,,,,
2016-10-05,23:30,,0,0,0,,,
2016-10-06,00:00,,1,3,,,,
2016-10-06,00:30,,0,0,0,,,
2016-10-06,01:00,,1,3,,,,
2016-10-06,01:30,,0,0,0,,,
2016-10-06,02:00,,1,2,,,,
2016-10-06,02:30,,0,0,0,,,
2016-10-06,03:00,,1,3,,,,
2016-10-06,03:30,,0,0,0,,,
2016-10-06,04:00,,2,5,,,,
2016-10-06,04:30,,0,0,0,,,
2016-10-06,05:00,,6,9,,,,
2016-10-06,05:30,,0,0,0,,,
2016-10-06,06:00,,15,16,,,,
2016-10-06,06:30,,0,0,0,,,
2016-10-06,07:00,,29,26,,,,
2016-10-06,07:30,,0,0,0,,,
2016-10-06,08:00,,18,21,,,,
2016-10-06,08:30,,0,0,0,,,
2016-10-06,09:00,,15,16,,,,
2016-10-06,09:30,,0,0,0,,,
2016-10-06,10:00,,12,16,,,,
2016-10-06,10:30,,0,0,0,,,
2016-10-06,11:00,,18,18,,,,
2016-10-06,11:30,,0,0,0,,,
2016-10-06,12:00,,13,17,,,,
2016-10-06,12:30,,0,0,0,,,
2016-10-06,13:00,,18,18,,,,
2016-10-06,13:30,,0,0,0,,,
2016-10-06,14:00,,29,26,,,,
2016-10-06,14:30,,0,0,0,,,
2016-10-06,15:00,,51,34,,,,
2016-10-06,15:30,,0,0,0,,,
2016-10-06,16:00,,28,27,,,,
2016-10-06,16:30,,0,0,0,,,
2016-10-06,17:00,,21,25,,,,
2016-10-06,17:30,,0,0,0,,,
2016-10-06,18:00,,14,20,,,,
2016-10-06,18:30,,0,0,0,,,
2016-10-06,19:00,,7,15,,,,
2016-10-06,19:30,,0,0,0,,,
2016-10-06,20:00,,6,14,,,,
2016-10-06,20:30,,0,0,0,,,
2016-10-06,21:00,,5,12,,,,
2016-10-06,21:30,,0,0,0,,,
2016-10-06,22:00,,2,10,,,,
2016-10-06,22:30,,0,0,0,,,
2016-10-06,23:00,,2,7,,,,
2016-10-06,23:30,,0,0,0,,,
2016-10-07,00:00,,2,6,,,,
2016-10-07,00:30,,0,0,0,,,
2016-10-07,01:00,,1,7,,,,
2016-10-07,01:30,,0,0,0,,,
2016-10-07,02:00,,1,7,,,,
2016-10-07,02:30,,0,0,0,,,
