Datum,Zeit,BEN,NO,NO2,O3,PM10_Pb,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-09-30,01:00,,1,6,89,,,
2016-09-30,01:30,,,,,,,0.0
2016-09-30,02:00,,1,6,83,,,
2016-09-30,02:30,,,,,,,0.0
2016-09-30,03:00,,1,7,76,,,
2016-09-30,03:30,,,,,,,0.0
2016-09-30,04:00,,1,9,69,,,
2016-09-30,04:30,,,,,,,0.0
2016-09-30,05:00,,1,12,61,,,
2016-09-30,05:30,,,,,,,0.0
2016-09-30,06:00,,1,24,45,,,
2016-09-30,06:30,,,,,,,0.0
2016-09-30,07:00,,2,34,27,,,
2016-09-30,07:30,,,,,,,0.0
2016-09-30,08:00,,3,30,26,,,
2016-09-30,08:30,,,,,,,0.0
2016-09-30,09:00,,8,28,32,,,
2016-09-30,09:30,,,,,,,0.0
2016-09-30,10:00,,6,27,34,,,
2016-09-30,10:30,,,,,,,0.0
2016-09-30,11:00,,8,31,37,,,
2016-09-30,11:30,,,,,,,0.0
2016-09-30,12:00,,4,29,44,,,
2016-09-30,12:30,,,,,,,0.0
2016-09-30,13:00,,3,24,55,,,
2016-09-30,13:30,,,,,,,0.0
2016-09-30,14:00,,3,26,40,,,
2016-09-30,14:30,,,,,,,0.0
2016-09-30,15:00,,2,18,46,,,
2016-09-30,15:30,,,,,,,0.0
2016-09-30,16:00,,1,17,49,,,
2016-09-30,16:30,,,,,,,0.0
2016-09-30,17:00,,1,16,47,,,
2016-09-30,17:30,,,,,,,0.0
2016-09-30,18:00,,1,19,45,,,
2016-09-30,18:30,,,,,,,0.0
2016-09-30,19:00,,1,16,48,,,
2016-09-30,19:30,,,,,,,0.0
2016-09-30,20:00,,1,17,45,,,
2016-09-30,20:30,,,,,,,0.0
2016-09-30,21:00,,1,23,37,,,
2016-09-30,21:30,,,,,,,0.0
2016-09-30,22:00,,1,26,34,,,
2016-09-30,22:30,,,,,,,0.0
2016-09-30,23:00,,1,27,31,,,
2016-09-30,23:30,,,,,,,0.0
2016-10-01,00:00,,1,34,15,,,
2016-10-01,00:30,,,,,,7.39,0.0
2016-10-01,01:00,,2,40,5,,,
2016-10-01,01:30,,,,,,,0.0
2016-10-01,02:00,,7,38,2,,,
2016-10-01,02:30,,,,,,,0.0
2016-10-01,03:00,,2,28,4,,,
2016-10-01,03:30,,,,,,,0.0
2016-10-01,04:00,,1,23,6,,,
2016-10-01,04:30,,,,,,,0.0
2016-10-01,05:00,,2,23,3,,,
2016-10-01,05:30,,,,,,,0.0
2016-10-01,06:00,,1,18,3,,,
2016-10-01,06:30,,,,,,,0.0
2016-10-01,07:00,,4,18,3,,,
2016-10-01,07:30,,,,,,,0.0
2016-10-01,08:00,,3,14,10,,,
2016-10-01,08:30,,,,,,,0.0
2016-10-01,09:00,,3,13,17,,,
2016-10-01,09:30,,,,,,,0.0
2016-10-01,10:00,,3,16,19,,,
2016-10-01,10:30,,,,,,,0.0
2016-10-01,11:00,,4,16,27,,,
2016-10-01,11:30,,,,,,,0.0
2016-10-01,12:00,,2,14,43,,,
2016-10-01,12:30,,,,,,,0.0
2016-10-01,13:00,,1,13,77,,,
2016-10-01,13:30,,,,,,,0.0
2016-10-01,14:00,,1,8,91,,,
2016-10-01,14:30,,,,,,,0.0
2016-10-01,15:00,,1,11,82,,,
2016-10-01,15:30,,,,,,,0.0
2016-10-01,16:00,,1,18,70,,,
2016-10-01,16:30,,,,,,,0.0
2016-10-01,17:00,,1,30,46,,,
2016-10-01,17:30,,,,,,,0.0
2016-10-01,18:00,,1,30,31,,,
2016-10-01,18:30,,,,,,,0.0
2016-10-01,19:00,,1,31,26,,,
2016-10-01,19:30,,,,,,,0.0
2016-10-01,20:00,,1,31,26,,,
2016-10-01,20:30,,,,,,,0.0
2016-10-01,21:00,,1,34,21,,,
2016-10-01,21:30,,,,,,,0.0
2016-10-01,22:00,,1,6,65,,,
2016-10-01,22:30,,,,,,,0.0
2016-10-01,23:00,,1,5,64,,,
2016-10-01,23:30,,,,,,,0.0
2016-10-02,00:00,,1,6,63,,,
2016-10-02,00:30,,,,,,2.95,0.0
2016-10-02,01:00,,1,5,61,,,
2016-10-02,01:30,,,,,,,0.0
2016-10-02,02:00,,1,5,56,,,
2016-10-02,02:30,,,,,,,0.0
2016-10-02,03:00,,1,5,53,,,
2016-10-02,03:30,,,,,,,0.0
2016-10-02,04:00,,1,8,45,,,
2016-10-02,04:30,,,,,,,0.0
2016-10-02,05:00,,1,7,44,,,
2016-10-02,05:30,,,,,,,0.0
2016-10-02,06:00,,1,9,44,,,
2016-10-02,06:30,,,,,,,0.0
2016-10-02,07:00,,1,8,46,,,
2016-10-02,07:30,,,,,,,0.0
2016-10-02,08:00,,1,6,45,,,
2016-10-02,08:30,,,,,,,0.0
2016-10-02,09:00,,1,5,52,,,
2016-10-02,09:30,,,,,,,0.0
2016-10-02,10:00,,1,5,55,,,
2016-10-02,10:30,,,,,,,0.0
2016-10-02,11:00,,1,3,64,,,
2016-10-02,11:30,,,,,,,0.0
2016-10-02,12:00,,1,3,71,,,
2016-10-02,12:30,,,,,,,0.0
2016-10-02,13:00,,1,4,70,,,
2016-10-02,13:30,,,,,,,0.0
2016-10-02,14:00,,1,9,56,,,
2016-10-02,14:30,,,,,,,0.0
2016-10-02,15:00,,1,14,49,,,
2016-10-02,15:30,,,,,,,0.0
2016-10-02,16:00,,1,20,39,,,
2016-10-02,16:30,,,,,,,0.0
2016-10-02,17:00,,1,23,27,,,
2016-10-02,17:30,,,,,,,0.0
2016-10-02,18:00,,1,17,40,,,
2016-10-02,18:30,,,,,,,0.0
2016-10-02,19:00,,1,23,31,,,
2016-10-02,19:30,,,,,,,0.0
2016-10-02,20:00,,1,19,28,,,
2016-10-02,20:30,,,,,,,0.0
2016-10-02,21:00,,1,22,19,,,
2016-10-02,21:30,,,,,,,0.0
2016-10-02,22:00,,1,7,40,,,
2016-10-02,22:30,,,,,,,0.0
2016-10-02,23:00,,1,5,40,,,
2016-10-02,23:30,,,,,,,0.0
2016-10-03,00:00,,1,6,37,,,
2016-10-03,00:30,,,,,,4.87,0.0
2016-10-03,01:00,,1,8,30,,,
2016-10-03,01:30,,,,,,,0.0
2016-10-03,02:00,,1,9,17,,,
2016-10-03,02:30,,,,,,,0.0
2016-10-03,03:00,,1,11,15,,,
2016-10-03,03:30,,,,,,,0.0
2016-10-03,04:00,,1,9,12,,,
2016-10-03,04:30,,,,,,,0.0
2016-10-03,05:00,,1,12,8,,,
2016-10-03,05:30,,,,,,,0.0
2016-10-03,06:00,,1,11,13,,,
2016-10-03,06:30,,,,,,,0.0
2016-10-03,07:00,,1,13,13,,,
2016-10-03,07:30,,,,,,,0.0
2016-10-03,08:00,,1,12,15,,,
2016-10-03,08:30,,,,,,,0.0
2016-10-03,09:00,,3,13,12,,,
2016-10-03,09:30,,,,,,,0.0
2016-10-03,10:00,,4,14,12,,,
2016-10-03,10:30,,,,,,,0.0
2016-10-03,11:00,,5,16,11,,,
2016-10-03,11:30,,,,,,,0.0
2016-10-03,12:00,,4,16,14,,,
2016-10-03,12:30,,,,,,,0.0
2016-10-03,13:00,,3,17,22,,,
2016-10-03,13:30,,,,,,,0.0
2016-10-03,14:00,,2,11,34,,,
2016-10-03,14:30,,,,,,,0.0
2016-10-03,15:00,,1,11,32,,,
2016-10-03,15:30,,,,,,,0.0
2016-10-03,16:00,,1,14,30,,,
2016-10-03,16:30,,,,,,,0.0
2016-10-03,17:00,,1,15,28,,,
2016-10-03,17:30,,,,,,,0.0
2016-10-03,18:00,,1,21,16,,,
2016-10-03,18:30,,,,,,,0.0
2016-10-03,19:00,,1,21,16,,,
2016-10-03,19:30,,,,,,,0.0
2016-10-03,20:00,,1,17,20,,,
2016-10-03,20:30,,,,,,,0.0
2016-10-03,21:00,,1,18,18,,,
2016-10-03,21:30,,,,,,,0.0
2016-10-03,22:00,,1,16,20,,,
2016-10-03,22:30,,,,,,,0.0
2016-10-03,23:00,,1,17,17,,,
2016-10-03,23:30,,,,,,,0.0
2016-10-04,00:00,,1,16,23,,,
2016-10-04,00:30,,,,,,,0.0
2016-10-04,01:00,,1,11,39,,,
2016-10-04,01:30,,,,,,,0.0
2016-10-04,02:00,,1,9,42,,,
2016-10-04,02:30,,,,,,,0.0
2016-10-04,03:00,,1,10,37,,,
2016-10-04,03:30,,,,,,,0.0
2016-10-04,04:00,,1,11,33,,,
2016-10-04,04:30,,,,,,,0.0
2016-10-04,05:00,,1,12,36,,,
2016-10-04,05:30,,,,,,,0.0
2016-10-04,06:00,,1,17,35,,,
2016-10-04,06:30,,,,,,,0.0
2016-10-04,07:00,,4,20,36,,,
2016-10-04,07:30,,,,,,,0.0
2016-10-04,08:00,,1,21,38,,,
2016-10-04,08:30,,,,,,,0.0
2016-10-04,09:00,,1,21,37,,,
2016-10-04,09:30,,,,,,,0.0
2016-10-04,10:00,,2,19,37,,,
2016-10-04,10:30,,,,,,,0.0
2016-10-04,11:00,,3,14,43,,,
2016-10-04,11:30,,,,,,,0.0
2016-10-04,12:00,,3,13,46,,,
2016-10-04,12:30,,,,,,,0.0
2016-10-04,13:00,,2,10,50,,,
2016-10-04,13:30,,,,,,,0.0
2016-10-04,14:00,,2,11,55,,,
2016-10-04,14:30,,,,,,,0.0
2016-10-04,15:00,,3,13,56,,,
2016-10-04,15:30,,,,,,,0.0
2016-10-04,16:00,,2,15,56,,,
2016-10-04,16:30,,,,,,,0.0
2016-10-04,17:00,,1,16,56,,,
2016-10-04,17:30,,,,,,,0.0
2016-10-04,18:00,,1,25,39,,,
2016-10-04,18:30,,,,,,,0.0
2016-10-04,19:00,,1,31,27,,,
2016-10-04,19:30,,,,,,,0.0
2016-10-04,20:00,,1,38,15,,,
2016-10-04,20:30,,,,,,,0.0
2016-10-04,21:00,,1,31,22,,,
2016-10-04,21:30,,,,,,,0.0
2016-10-04,22:00,,1,21,32,,,
2016-10-04,22:30,,,,,,,0.0
2016-10-04,23:00,,1,13,38,,,
2016-10-04,23:30,,,,,,,0.0
2016-10-05,00:00,,1,7,53,,,
2016-10-05,00:30,,,,,,,0.0
2016-10-05,01:00,,1,6,52,,,
2016-10-05,01:30,,,,,,,0.0
2016-10-05,02:00,,1,8,47,,,
2016-10-05,02:30,,,,,,,0.0
2016-10-05,03:00,,1,11,41,,,
2016-10-05,03:30,,,,,,,0.0
2016-10-05,04:00,,1,13,36,,,
2016-10-05,04:30,,,,,,,0.0
2016-10-05,05:00,,1,15,33,,,
2016-10-05,05:30,,,,,,,0.0
2016-10-05,06:00,,1,20,30,,,
2016-10-05,06:30,,,,,,,0.0
2016-10-05,07:00,,1,27,24,,,
2016-10-05,07:30,,,,,,,0.0
2016-10-05,08:00,,3,23,25,,,
2016-10-05,08:30,,,,,,,0.0
2016-10-05,09:00,,3,21,26,,,
2016-10-05,09:30,,,,,,,0.0
2016-10-05,10:00,,2,14,35,,,
2016-10-05,10:30,,,,,,,0.0
2016-10-05,11:00,,2,11,41,,,
2016-10-05,11:30,,,,,,,0.0
2016-10-05,12:00,,2,8,45,,,
2016-10-05,12:30,,,,,,,0.0
2016-10-05,13:00,,3,10,44,,,
2016-10-05,13:30,,,,,,,0.0
2016-10-05,14:00,,3,17,36,,,
2016-10-05,14:30,,,,,,,0.0
2016-10-05,15:00,,2,14,38,,,
2016-10-05,15:30,,,,,,,0.0
2016-10-05,16:00,,1,15,40,,,
2016-10-05,16:30,,,,,,,0.0
2016-10-05,17:00,,1,23,34,,,
2016-10-05,17:30,,,,,,,0.0
2016-10-05,18:00,,1,20,35,,,
2016-10-05,18:30,,,,,,,0.0
2016-10-05,19:00,,1,16,41,,,
2016-10-05,19:30,,,,,,,0.0
2016-10-05,20:00,,2,12,43,,,
2016-10-05,20:30,,,,,,,0.0
2016-10-05,21:00,,1,10,42,,,
2016-10-05,21:30,,,,,,,0.0
2016-10-05,22:00,,1,8,45,,,
2016-10-05,22:30,,,,,,,0.0
2016-10-05,23:00,,1,8,44,,,
2016-10-05,23:30,,,,,,,0.0
2016-10-06,00:00,,1,8,44,,,
2016-10-06,00:30,,,,,,,0.0
2016-10-06,01:00,,1,6,46,,,
2016-10-06,01:30,,,,,,,0.0
2016-10-06,02:00,,1,5,46,,,
2016-10-06,02:30,,,,,,,0.0
2016-10-06,03:00,,1,5,45,,,
2016-10-06,03:30,,,,,,,0.0
2016-10-06,04:00,,1,6,42,,,
2016-10-06,04:30,,,,,,,0.0
2016-10-06,05:00,,1,7,39,,,
2016-10-06,05:30,,,,,,,0.0
2016-10-06,06:00,,1,15,30,,,
2016-10-06,06:30,,,,,,,0.0
2016-10-06,07:00,,2,28,16,,,
2016-10-06,07:30,,,,,,,0.0
2016-10-06,08:00,,5,29,11,,,
2016-10-06,08:30,,,,,,,0.0
2016-10-06,09:00,,5,28,11,,,
2016-10-06,09:30,,,,,,,0.0
2016-10-06,10:00,,7,25,12,,,
2016-10-06,10:30,,,,,,,0.0
2016-10-06,11:00,,5,19,17,,,
2016-10-06,11:30,,,,,,,0.0
2016-10-06,12:00,,6,18,17,,,
2016-10-06,12:30,,,,,,,0.0
2016-10-06,13:00,,5,19,14,,,
2016-10-06,13:30,,,,,,,0.0
2016-10-06,14:00,,4,20,15,,,
2016-10-06,14:30,,,,,,,0.0
2016-10-06,15:00,,8,29,8,,,
2016-10-06,15:30,,,,,,,0.0
2016-10-06,16:00,,5,27,14,,,
2016-10-06,16:30,,,,,,,0.0
2016-10-06,17:00,,3,24,18,,,
2016-10-06,17:30,,,,,,,0.0
2016-10-06,18:00,,2,26,15,,,
2016-10-06,18:30,,,,,,,0.0
2016-10-06,19:00,,2,20,19,,,
2016-10-06,19:30,,,,,,,0.0
2016-10-06,20:00,,1,18,15,,,
2016-10-06,20:30,,,,,,,0.0
2016-10-06,21:00,,1,15,16,,,
2016-10-06,21:30,,,,,,,0.0
2016-10-06,22:00,,1,14,13,,,
2016-10-06,22:30,,,,,,,0.0
2016-10-06,23:00,,1,12,13,,,
2016-10-06,23:30,,,,,,,0.0
2016-10-07,00:00,,1,11,11,,,
2016-10-07,00:30,,,,,,,0.0
2016-10-07,01:00,,1,12,10,,,
2016-10-07,01:30,,,,,,,0.0
2016-10-07,02:00,,1,11,10,,,
2016-10-07,02:30,,,,,,,0.0
2016-10-07,03:00,,1,9,11,,,
2016-10-07,03:30,,,,,,,0.0
2016-10-07,04:00,,1,12,7,,,
2016-10-07,04:30,,,,,,,0.0
2016-10-07,05:00,,1,11,8,,,
2016-10-07,05:30,,,,,,,0.0
2016-10-07,06:00,,3,15,3,,,
2016-10-07,06:30,,,,,,,0.0
2016-10-07,07:00,,11,19,1,,,
2016-10-07,07:30,,,,,,,0.0
2016-10-07,08:00,,26,21,1,,,
2016-10-07,08:30,,,,,,,0.0
2016-10-07,09:00,,31,21,1,,,
2016-10-07,09:30,,,,,,,0.0
2016-10-07,10:00,,19,18,2,,,
2016-10-07,10:30,,,,,,,0.0
2016-10-07,11:00,,14,14,5,,,
2016-10-07,11:30,,,,,,,0.0
2016-10-07,12:00,,12,13,8,,,
2016-10-07,12:30,,,,,,,0.0
2016-10-07,13:00,,8,12,14,,,
2016-10-07,13:30,,,,,,,0.0
2016-10-07,14:00,,8,13,16,,,
2016-10-07,14:30,,,,,,,0.0
2016-10-07,15:00,,5,13,22,,,
2016-10-07,15:30,,,,,,,0.0
2016-10-07,16:00,,4,19,24,,,
2016-10-07,16:30,,,,,,,0.0
2016-10-07,17:00,,3,24,15,,,
2016-10-07,17:30,,,,,,,0.0
2016-10-07,18:00,,8,29,3,,,
2016-10-07,18:30,,,,,,,0.0
2016-10-07,19:00,,14,29,1,,,
2016-10-07,19:30,,,,,,,0.0
2016-10-07,20:00,,4,23,2,,,
2016-10-07,20:30,,,,,,,0.0
2016-10-07,21:00,,2,20,2,,,
2016-10-07,21:30,,,,,,,0.0
2016-10-07,22:00,,4,19,2,,,
2016-10-07,22:30,,,,,,,0.0
2016-10-07,23:00,,3,17,3,,,
2016-10-07,23:30,,,,,,,0.0
2016-10-08,00:00,,1,12,12,,,
2016-10-08,00:30,,,,,,,0.0
2016-10-08,01:00,,1,10,19,,,
2016-10-08,01:30,,,,,,,0.0
2016-10-08,02:00,,1,11,24,,,
2016-10-08,02:30,,,,,,,0.0
2016-10-08,03:00,,3,12,28,,,
2016-10-08,03:30,,,,,,,0.0
2016-10-08,04:00,,5,14,27,,,
2016-10-08,04:30,,,,,,,0.0
2016-10-08,05:00,,5,14,28,,,
2016-10-08,05:30,,,,,,,0.0
2016-10-08,06:00,,16,20,27,,,
2016-10-08,06:30,,,,,,,0.0
2016-10-08,07:00,,36,26,28,,,
2016-10-08,07:30,,,,,,,0.0
2016-10-08,08:00,,25,22,31,,,
2016-10-08,08:30,,,,,,,0.0
2016-10-08,09:00,,40,25,33,,,
2016-10-08,09:30,,,,,,,0.0
2016-10-08,10:00,,40,33,35,,,
2016-10-08,10:30,,,,,,,0.0
2016-10-08,11:00,,58,37,25,,,
2016-10-08,11:30,,,,,,,0.0
2016-10-08,12:00,,68,38,20,,,
2016-10-08,12:30,,,,,,,0.0
2016-10-08,13:00,,62,35,19,,,
2016-10-08,13:30,,,,,,,0.0
2016-10-08,14:00,,61,34,22,,,
2016-10-08,14:30,,,,,,,0.0
2016-10-08,15:00,,69,38,23,,,
2016-10-08,15:30,,,,,,,0.0
2016-10-08,16:00,,48,33,25,,,
2016-10-08,16:30,,,,,,,0.0
2016-10-08,17:00,,85,47,17,,,
2016-10-08,17:30,,,,,,,0.0
2016-10-08,18:00,,94,61,11,,,
2016-10-08,18:30,,,,,,,0.0
2016-10-08,19:00,,37,32,18,,,
2016-10-08,19:30,,,,,,,0.0
2016-10-08,20:00,,35,29,27,,,
2016-10-08,20:30,,,,,,,0.0
2016-10-08,21:00,,26,25,28,,,
2016-10-08,21:30,,,,,,,0.0
2016-10-08,22:00,,17,24,25,,,
2016-10-08,22:30,,,,,,,0.0
2016-10-08,23:00,,6,17,24,,,
2016-10-08,23:30,,,,,,,0.0
2016-10-09,00:00,,15,20,21,,,
2016-10-09,00:30,,,,,,,0.0
2016-10-09,01:00,,6,14,23,,,
2016-10-09,01:30,,,,,,,0.0
2016-10-09,02:00,,3,12,26,,,
2016-10-09,02:30,,,,,,,0.0
2016-10-09,03:00,,1,9,28,,,
2016-10-09,03:30,,,,,,,0.0
2016-10-09,04:00,,8,9,31,,,
2016-10-09,04:30,,,,,,,0.0
2016-10-09,05:00,,2,7,34,,,
2016-10-09,05:30,,,,,,,0.0
2016-10-09,06:00,,9,11,33,,,
2016-10-09,06:30,,,,,,,0.0
2016-10-09,07:00,,2,7,34,,,
2016-10-09,07:30,,,,,,,0.0
2016-10-09,08:00,,24,15,30,,,
2016-10-09,08:30,,,,,,,0.0
2016-10-09,09:00,,35,19,30,,,
2016-10-09,09:30,,,,,,,0.0
2016-10-09,10:00,,24,19,35,,,
2016-10-09,10:30,,,,,,,0.0
2016-10-09,11:00,,18,17,40,,,
2016-10-09,11:30,,,,,,,0.0
2016-10-09,12:00,,30,23,37,,,
2016-10-09,12:30,,,,,,,0.0
2016-10-09,13:00,,30,24,33,,,
2016-10-09,13:30,,,,,,,0.0
2016-10-09,14:00,,24,24,33,,,
2016-10-09,14:30,,,,,,,0.0
2016-10-09,15:00,,34,32,34,,,
2016-10-09,15:30,,,,,,,0.0
2016-10-09,16:00,,39,37,30,,,
2016-10-09,16:30,,,,,,,0.0
2016-10-09,17:00,,48,43,25,,,
2016-10-09,17:30,,,,,,,0.0
2016-10-09,18:00,,33,34,28,,,
2016-10-09,18:30,,,,,,,0.0
2016-10-09,19:00,,48,41,18,,,
2016-10-09,19:30,,,,,,,0.0
2016-10-09,20:00,,49,43,14,,,
2016-10-09,20:30,,,,,,,0.0
2016-10-09,21:00,,39,33,15,,,
2016-10-09,21:30,,,,,,,0.0
2016-10-09,22:00,,26,33,12,,,
2016-10-09,22:30,,,,,,,0.0
2016-10-09,23:00,,32,28,19,,,
2016-10-09,23:30,,,,,,,0.0
2016-10-10,00:00,,8,13,22,,,
2016-10-10,00:30,,,,,,,0.0
2016-10-10,01:00,,13,15,19,,,
2016-10-10,01:30,,,,,,,0.0
2016-10-10,02:00,,14,17,17,,,
2016-10-10,02:30,,,,,,,0.0
2016-10-10,03:00,,13,19,12,,,
2016-10-10,03:30,,,,,,,0.0
2016-10-10,04:00,,20,24,9,,,
2016-10-10,04:30,,,,,,,0.0
2016-10-10,05:00,,74,36,5,,,
2016-10-10,05:30,,,,,,,0.0
2016-10-10,06:00,,113,46,2,,,
2016-10-10,06:30,,,,,,,0.0
2016-10-10,07:00,,200,59,2,,,
2016-10-10,07:30,,,,,,,0.0
2016-10-10,08:00,,153,49,2,,,
2016-10-10,08:30,,,,,,,0.0
2016-10-10,09:00,,160,51,5,,,
2016-10-10,09:30,,,,,,,0.0
2016-10-10,10:00,,13,26,9,,,
2016-10-10,10:30,,,,,,,0.0
2016-10-10,11:00,,6,19,22,,,
2016-10-10,11:30,,,,,,,0.0
2016-10-10,12:00,,5,16,29,,,
2016-10-10,12:30,,,,,,,0.0
2016-10-10,13:00,,3,14,35,,,
2016-10-10,13:30,,,,,,,0.0
2016-10-10,14:00,,2,13,38,,,
2016-10-10,14:30,,,,,,,0.0
2016-10-10,15:00,,3,16,35,,,
2016-10-10,15:30,,,,,,,0.0
2016-10-10,16:00,,3,20,33,,,
2016-10-10,16:30,,,,,,,0.0
2016-10-10,17:00,,1,20,31,,,
2016-10-10,17:30,,,,,,,0.0
2016-10-10,18:00,,4,25,26,,,
2016-10-10,18:30,,,,,,,0.0
2016-10-10,19:00,,1,21,28,,,
2016-10-10,19:30,,,,,,,0.0
2016-10-10,20:00,,1,21,24,,,
2016-10-10,20:30,,,,,,,0.0
2016-10-10,21:00,,1,22,25,,,
2016-10-10,21:30,,,,,,,0.0
2016-10-10,22:00,,1,15,27,,,
2016-10-10,22:30,,,,,,,0.0
2016-10-10,23:00,,1,21,16,,,
2016-10-10,23:30,,,,,,,0.0
2016-10-11,00:00,,1,25,7,,,
2016-10-11,00:30,,,,,,,0.0
2016-10-11,01:00,,1,26,2,,,
2016-10-11,01:30,,,,,,,0.0
2016-10-11,02:00,,3,27,1,,,
2016-10-11,02:30,,,,,,,0.0
2016-10-11,03:00,,16,30,1,,,
2016-10-11,03:30,,,,,,,0.0
2016-10-11,04:00,,19,25,1,,,
2016-10-11,04:30,,,,,,,0.0
2016-10-11,05:00,,18,24,1,,,
2016-10-11,05:30,,,,,,,0.0
2016-10-11,06:00,,13,28,1,,,
2016-10-11,06:30,,,,,,,0.0
2016-10-11,07:00,,29,29,1,,,
2016-10-11,07:30,,,,,,,0.0
2016-10-11,08:00,,42,30,2,,,
2016-10-11,08:30,,,,,,,0.0
2016-10-11,09:00,,49,36,3,,,
2016-10-11,09:30,,,,,,,0.0
2016-10-11,10:00,,40,37,3,,,
2016-10-11,10:30,,,,,,,0.0
2016-10-11,11:00,,47,40,2,,,
2016-10-11,11:30,,,,,,,0.0
2016-10-11,12:00,,22,35,10,,,
2016-10-11,12:30,,,,,,,0.0
2016-10-11,13:00,,18,33,11,,,
2016-10-11,13:30,,,,,,,0.0
2016-10-11,14:00,,8,24,18,,,
2016-10-11,14:30,,,,,,,0.0
2016-10-11,15:00,,4,23,21,,,
2016-10-11,15:30,,,,,,,0.0
2016-10-11,16:00,,4,28,18,,,
2016-10-11,16:30,,,,,,,0.0
2016-10-11,17:00,,2,25,21,,,
2016-10-11,17:30,,,,,,,0.0
2016-10-11,18:00,,2,22,22,,,
2016-10-11,18:30,,,,,,,0.0
2016-10-11,19:00,,1,21,15,,,
2016-10-11,19:30,,,,,,,0.0
2016-10-11,20:00,,1,23,16,,,
2016-10-11,20:30,,,,,,,0.0
2016-10-11,21:00,,1,21,18,,,
2016-10-11,21:30,,,,,,,0.0
2016-10-11,22:00,,1,19,26,,,
2016-10-11,22:30,,,,,,,0.0
2016-10-11,23:00,,1,13,9,,,
2016-10-11,23:30,,,,,,,0.0
2016-10-12,00:00,,1,12,5,,,
2016-10-12,00:30,,,,,,,0.0
2016-10-12,01:00,,1,13,4,,,
2016-10-12,01:30,,,,,,,0.0
2016-10-12,02:00,,1,12,5,,,
2016-10-12,02:30,,,,,,,0.0
2016-10-12,03:00,,1,13,5,,,
2016-10-12,03:30,,,,,,,0.0
2016-10-12,04:00,,1,13,5,,,
2016-10-12,04:30,,,,,,,0.0
2016-10-12,05:00,,1,13,5,,,
2016-10-12,05:30,,,,,,,0.0
2016-10-12,06:00,,7,16,2,,,
2016-10-12,06:30,,,,,,,0.0
2016-10-12,07:00,,14,17,1,,,
2016-10-12,07:30,,,,,,,0.0
2016-10-12,08:00,,26,18,1,,,
2016-10-12,08:30,,,,,,,0.0
2016-10-12,09:00,,25,16,2,,,
2016-10-12,09:30,,,,,,,0.0
2016-10-12,10:00,,16,13,3,,,
2016-10-12,10:30,,,,,,,0.0
2016-10-12,11:00,,13,12,4,,,
2016-10-12,11:30,,,,,,,0.0
2016-10-12,12:00,,11,12,5,,,
2016-10-12,12:30,,,,,,,0.0
2016-10-12,13:00,,7,11,10,,,
2016-10-12,13:30,,,,,,,0.0
2016-10-12,14:00,,7,15,7,,,
2016-10-12,14:30,,,,,,,0.0
2016-10-12,15:00,,14,18,4,,,
2016-10-12,15:30,,,,,,,0.0
2016-10-12,16:00,,12,19,5,,,
2016-10-12,16:30,,,,,,,0.0
2016-10-12,17:00,,11,20,4,,,
2016-10-12,17:30,,,,,,,0.0
2016-10-12,18:00,,7,20,4,,,
2016-10-12,18:30,,,,,,,0.0
2016-10-12,19:00,,5,18,5,,,
2016-10-12,19:30,,,,,,,0.0
2016-10-12,20:00,,3,16,5,,,
2016-10-12,20:30,,,,,,,0.0
2016-10-12,21:00,,2,15,5,,,
2016-10-12,21:30,,,,,,,0.0
2016-10-12,22:00,,3,16,4,,,
2016-10-12,22:30,,,,,,,0.0
2016-10-12,23:00,,1,14,6,,,
2016-10-12,23:30,,,,,,,0.0
2016-10-13,00:00,,1,11,8,,,
2016-10-13,00:30,,,,,,,0.0
2016-10-13,01:00,,1,11,8,,,
2016-10-13,01:30,,,,,,,0.0
2016-10-13,02:00,,1,9,10,,,
2016-10-13,02:30,,,,,,,0.0
2016-10-13,03:00,,1,8,14,,,
2016-10-13,03:30,,,,,,,0.0
2016-10-13,04:00,,1,9,13,,,
2016-10-13,04:30,,,,,,,0.0
2016-10-13,05:00,,1,10,13,,,
2016-10-13,05:30,,,,,,,0.0
2016-10-13,06:00,,2,15,10,,,
2016-10-13,06:30,,,,,,,0.0
2016-10-13,07:00,,12,22,5,,,
2016-10-13,07:30,,,,,,,0.0
2016-10-13,08:00,,8,24,5,,,
2016-10-13,08:30,,,,,,,0.0
2016-10-13,09:00,,7,20,9,,,
2016-10-13,09:30,,,,,,,0.0
2016-10-13,10:00,,5,18,10,,,
2016-10-13,10:30,,,,,,,0.0
2016-10-13,11:00,,4,15,17,,,
2016-10-13,11:30,,,,,,,0.0
2016-10-13,12:00,,3,13,20,,,
2016-10-13,12:30,,,,,,,0.0
2016-10-13,13:00,,4,15,21,,,
2016-10-13,13:30,,,,,,,0.0
2016-10-13,14:00,,2,14,26,,,
2016-10-13,14:30,,,,,,,0.0
2016-10-13,15:00,,3,16,25,,,
2016-10-13,15:30,,,,,,,0.0
2016-10-13,16:00,,3,16,22,,,
2016-10-13,16:30,,,,,,,0.0
2016-10-13,17:00,,2,16,20,,,
2016-10-13,17:30,,,,,,,0.0
2016-10-13,18:00,,1,16,19,,,
2016-10-13,18:30,,,,,,,0.0
2016-10-13,19:00,,1,15,20,,,
