Datum,Zeit,BEN,NO,NO2,O3,PM10_Pb,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-08-19,18:30,,,,,,,0.0
2016-08-19,19:00,,1,18,115,,,
2016-08-19,19:30,,,,,,,0.0
2016-08-19,20:00,,1,21,97,,,
2016-08-19,20:30,,,,,,,0.0
2016-08-19,21:00,,1,18,88,,,
2016-08-19,21:30,,,,,,,0.0
2016-08-19,22:00,,1,15,86,,,
2016-08-19,22:30,,,,,,,0.0
2016-08-19,23:00,,1,16,77,,,
2016-08-19,23:30,,,,,,,0.0
2016-08-20,00:00,,1,14,71,,,
2016-08-20,00:30,,,,,,11.07,0.0
2016-08-20,01:00,,1,11,66,,,
2016-08-20,01:30,,,,,,,0.0
2016-08-20,02:00,,1,9,69,,,
2016-08-20,02:30,,,,,,,0.0
2016-08-20,03:00,,1,9,67,,,
2016-08-20,03:30,,,,,,,0.0
2016-08-20,04:00,,1,9,65,,,
2016-08-20,04:30,,,,,,,0.0
2016-08-20,05:00,,1,8,70,,,
2016-08-20,05:30,,,,,,,0.0
2016-08-20,06:00,,1,10,64,,,
2016-08-20,06:30,,,,,,,0.0
2016-08-20,07:00,,1,14,52,,,
2016-08-20,07:30,,,,,,,0.0
2016-08-20,08:00,,1,20,45,,,
2016-08-20,08:30,,,,,,,0.0
2016-08-20,09:00,,2,17,49,,,
2016-08-20,09:30,,,,,,,0.0
2016-08-20,10:00,,2,14,59,,,
2016-08-20,10:30,,,,,,,0.0
2016-08-20,11:00,,1,12,71,,,
2016-08-20,11:30,,,,,,,0.0
2016-08-20,12:00,,1,10,75,,,
2016-08-20,12:30,,,,,,,0.0
2016-08-20,13:00,,1,8,91,,,
2016-08-20,13:30,,,,,,,0.0
2016-08-20,14:00,,1,8,104,,,
2016-08-20,14:30,,,,,,,0.0
2016-08-20,15:00,,1,13,103,,,
2016-08-20,15:30,,,,,,,0.0
2016-08-20,16:00,,1,8,119,,,
2016-08-20,16:30,,,,,,,0.0
2016-08-20,17:00,,1,9,110,,,
2016-08-20,17:30,,,,,,,0.0
2016-08-20,18:00,,1,25,89,,,
2016-08-20,18:30,,,,,,,0.0
2016-08-20,19:00,,1,62,36,,,
2016-08-20,19:30,,,,,,,0.0
2016-08-20,20:00,,1,31,63,,,
2016-08-20,20:30,,,,,,,0.0
2016-08-20,21:00,,1,8,67,,,
2016-08-20,21:30,,,,,,,0.0
2016-08-20,22:00,,1,7,61,,,
2016-08-20,22:30,,,,,,,0.0
2016-08-20,23:00,,1,8,59,,,
2016-08-20,23:30,,,,,,,0.0
2016-08-21,00:00,,1,7,55,,,
2016-08-21,00:30,,,,,,4.21,0.0
2016-08-21,01:00,,1,8,56,,,
2016-08-21,01:30,,,,,,,0.0
2016-08-21,02:00,,1,5,57,,,
2016-08-21,02:30,,,,,,,0.0
2016-08-21,03:00,,1,6,43,,,
2016-08-21,03:30,,,,,,,0.0
2016-08-21,04:00,,1,5,40,,,
2016-08-21,04:30,,,,,,,0.0
2016-08-21,05:00,,1,5,37,,,
2016-08-21,05:30,,,,,,,0.0
2016-08-21,06:00,,1,10,32,,,
2016-08-21,06:30,,,,,,,0.0
2016-08-21,07:00,,1,7,35,,,
2016-08-21,07:30,,,,,,,0.0
2016-08-21,08:00,,1,8,35,,,
2016-08-21,08:30,,,,,,,0.0
2016-08-21,09:00,,1,6,38,,,
2016-08-21,09:30,,,,,,,0.0
2016-08-21,10:00,,1,6,45,,,
2016-08-21,10:30,,,,,,,0.0
2016-08-21,11:00,,1,3,54,,,
2016-08-21,11:30,,,,,,,0.0
2016-08-21,12:00,,1,3,69,,,
2016-08-21,12:30,,,,,,,0.0
2016-08-21,13:00,,1,2,74,,,
2016-08-21,13:30,,,,,,,0.0
2016-08-21,14:00,,1,2,77,,,
2016-08-21,14:30,,,,,,,0.0
2016-08-21,15:00,,1,2,80,,,
2016-08-21,15:30,,,,,,,0.0
2016-08-21,16:00,,1,2,82,,,
2016-08-21,16:30,,,,,,,0.0
2016-08-21,17:00,,1,3,78,,,
2016-08-21,17:30,,,,,,,0.0
2016-08-21,18:00,,1,3,76,,,
2016-08-21,18:30,,,,,,,0.0
2016-08-21,19:00,,1,5,71,,,
2016-08-21,19:30,,,,,,,0.0
2016-08-21,20:00,,1,7,65,,,
2016-08-21,20:30,,,,,,,0.0
2016-08-21,21:00,,1,10,57,,,
2016-08-21,21:30,,,,,,,0.0
2016-08-21,22:00,,1,5,59,,,
2016-08-21,22:30,,,,,,,0.0
2016-08-21,23:00,,1,8,53,,,
2016-08-21,23:30,,,,,,,0.0
2016-08-22,00:00,,1,8,51,,,
2016-08-22,00:30,,,,,,4.51,0.0
2016-08-22,01:00,,1,11,44,,,
2016-08-22,01:30,,,,,,,0.0
2016-08-22,02:00,,1,11,39,,,
2016-08-22,02:30,,,,,,,0.0
2016-08-22,03:00,,1,10,40,,,
2016-08-22,03:30,,,,,,,0.0
2016-08-22,04:00,,1,8,39,,,
2016-08-22,04:30,,,,,,,0.0
2016-08-22,05:00,,1,16,27,,,
2016-08-22,05:30,,,,,,,0.0
2016-08-22,06:00,,8,36,9,,,
2016-08-22,06:30,,,,,,,0.0
2016-08-22,07:00,,7,30,17,,,
2016-08-22,07:30,,,,,,,0.0
2016-08-22,08:00,,2,14,32,,,
2016-08-22,08:30,,,,,,,0.0
2016-08-22,09:00,,3,13,34,,,
2016-08-22,09:30,,,,,,,0.0
2016-08-22,10:00,,3,10,45,,,
2016-08-22,10:30,,,,,,,0.0
2016-08-22,11:00,,4,9,53,,,
2016-08-22,11:30,,,,,,,0.0
2016-08-22,12:00,,1,5,63,,,
2016-08-22,12:30,,,,,,,0.0
2016-08-22,13:00,,6,11,59,,,
2016-08-22,13:30,,,,,,,0.0
2016-08-22,14:00,,1,7,69,,,
2016-08-22,14:30,,,,,,,0.0
2016-08-22,15:00,,1,8,74,,,
2016-08-22,15:30,,,,,,,0.0
2016-08-22,16:00,,1,8,76,,,
2016-08-22,16:30,,,,,,,0.0
2016-08-22,17:00,,1,5,78,,,
2016-08-22,17:30,,,,,,,0.0
2016-08-22,18:00,,1,8,74,,,
2016-08-22,18:30,,,,,,,0.0
2016-08-22,19:00,,1,15,65,,,
2016-08-22,19:30,,,,,,,0.0
2016-08-22,20:00,,1,19,51,,,
2016-08-22,20:30,,,,,,,0.0
2016-08-22,21:00,,1,13,55,,,
2016-08-22,21:30,,,,,,,0.0
2016-08-22,22:00,,1,9,56,,,
2016-08-22,22:30,,,,,,,0.0
2016-08-22,23:00,,1,13,48,,,
2016-08-22,23:30,,,,,,,0.0
2016-08-23,00:00,,1,13,46,,,
2016-08-23,00:30,,,,,,6.70,0.0
2016-08-23,01:00,,1,7,52,,,
2016-08-23,01:30,,,,,,,0.0
2016-08-23,02:00,,1,11,45,,,
2016-08-23,02:30,,,,,,,0.0
2016-08-23,03:00,,1,14,33,,,
2016-08-23,03:30,,,,,,,0.0
2016-08-23,04:00,,1,10,39,,,
2016-08-23,04:30,,,,,,,0.0
2016-08-23,05:00,,1,9,37,,,
2016-08-23,05:30,,,,,,,0.0
2016-08-23,06:00,,1,12,30,,,
2016-08-23,06:30,,,,,,,0.0
2016-08-23,07:00,,2,15,25,,,
2016-08-23,07:30,,,,,,,0.0
2016-08-23,08:00,,6,19,25,,,
2016-08-23,08:30,,,,,,,0.0
2016-08-23,09:00,,2,7,49,,,
2016-08-23,09:30,,,,,,,0.0
2016-08-23,10:00,,1,7,62,,,
2016-08-23,10:30,,,,,,,0.0
2016-08-23,11:00,,1,8,73,,,
2016-08-23,11:30,,,,,,,0.0
2016-08-23,12:00,,1,6,88,,,
2016-08-23,12:30,,,,,,,0.0
2016-08-23,13:00,,1,8,92,,,
2016-08-23,13:30,,,,,,,0.0
2016-08-23,14:00,,1,7,95,,,
2016-08-23,14:30,,,,,,,0.0
2016-08-23,15:00,,1,7,99,,,
2016-08-23,15:30,,,,,,,0.0
2016-08-23,16:00,,1,7,97,,,
2016-08-23,16:30,,,,,,,0.0
2016-08-23,17:00,,1,17,79,,,
2016-08-23,17:30,,,,,,,0.0
2016-08-23,18:00,,1,16,73,,,
2016-08-23,18:30,,,,,,,0.0
2016-08-23,19:00,,1,19,62,,,
2016-08-23,19:30,,,,,,,0.0
2016-08-23,20:00,,1,20,50,,,
2016-08-23,20:30,,,,,,,0.0
2016-08-23,21:00,,1,27,38,,,
2016-08-23,21:30,,,,,,,0.0
2016-08-23,22:00,,1,40,21,,,
2016-08-23,22:30,,,,,,,0.0
2016-08-23,23:00,,1,22,31,,,
2016-08-23,23:30,,,,,,,0.0
2016-08-24,00:00,,1,22,21,,,
2016-08-24,00:30,,,,,,7.33,0.0
2016-08-24,01:00,,1,21,13,,,
2016-08-24,01:30,,,,,,,0.0
2016-08-24,02:00,,1,20,8,,,
2016-08-24,02:30,,,,,,,0.0
2016-08-24,03:00,,1,19,7,,,
2016-08-24,03:30,,,,,,,0.0
2016-08-24,04:00,,1,17,5,,,
2016-08-24,04:30,,,,,,,0.0
2016-08-24,05:00,,3,18,3,,,
2016-08-24,05:30,,,,,,,0.0
2016-08-24,06:00,,10,20,2,,,
2016-08-24,06:30,,,,,,,0.0
2016-08-24,07:00,,18,21,3,,,
2016-08-24,07:30,,,,,,,0.0
2016-08-24,08:00,,20,21,8,,,
2016-08-24,08:30,,,,,,,0.0
2016-08-24,09:00,,7,19,25,,,
2016-08-24,09:30,,,,,,,0.0
2016-08-24,10:00,,2,9,58,,,
2016-08-24,10:30,,,,,,,0.0
2016-08-24,11:00,,1,4,71,,,
2016-08-24,11:30,,,,,,,0.0
2016-08-24,12:00,,1,3,81,,,
2016-08-24,12:30,,,,,,,0.0
2016-08-24,13:00,,2,5,85,,,
2016-08-24,13:30,,,,,,,0.0
2016-08-24,14:00,,1,4,90,,,
2016-08-24,14:30,,,,,,,0.0
2016-08-24,15:00,,1,4,91,,,
2016-08-24,15:30,,,,,,,0.0
2016-08-24,16:00,,1,6,91,,,
2016-08-24,16:30,,,,,,,0.0
2016-08-24,17:00,,1,5,93,,,
2016-08-24,17:30,,,,,,,0.0
2016-08-24,18:00,,1,6,87,,,
2016-08-24,18:30,,,,,,,0.0
2016-08-24,19:00,,1,9,79,,,
2016-08-24,19:30,,,,,,,0.0
2016-08-24,20:00,,1,17,65,,,
2016-08-24,20:30,,,,,,,0.0
2016-08-24,21:00,,1,13,61,,,
2016-08-24,21:30,,,,,,,0.0
2016-08-24,22:00,,1,12,55,,,
2016-08-24,22:30,,,,,,,0.0
2016-08-24,23:00,,1,16,44,,,
2016-08-24,23:30,,,,,,,0.0
2016-08-25,00:00,,1,14,42,,,
2016-08-25,00:30,,,,,,9.99,0.0
2016-08-25,01:00,,1,11,39,,,
2016-08-25,01:30,,,,,,,0.0
2016-08-25,02:00,,1,8,34,,,
2016-08-25,02:30,,,,,,,0.0
2016-08-25,03:00,,1,7,33,,,
2016-08-25,03:30,,,,,,,0.0
2016-08-25,04:00,,1,7,34,,,
2016-08-25,04:30,,,,,,,0.0
2016-08-25,05:00,,1,8,39,,,
2016-08-25,05:30,,,,,,,0.0
2016-08-25,06:00,,1,14,36,,,
2016-08-25,06:30,,,,,,,0.0
2016-08-25,07:00,,3,24,29,,,
2016-08-25,07:30,,,,,,,0.0
2016-08-25,08:00,,2,17,40,,,
2016-08-25,08:30,,,,,,,0.0
2016-08-25,09:00,,5,16,50,,,
2016-08-25,09:30,,,,,,,0.0
2016-08-25,10:00,,2,12,65,,,
2016-08-25,10:30,,,,,,,0.0
2016-08-25,11:00,,8,14,82,,,
2016-08-25,11:30,,,,,,,0.0
2016-08-25,12:00,,1,8,100,,,
2016-08-25,12:30,,,,,,,0.0
2016-08-25,13:00,,1,7,106,,,
2016-08-25,13:30,,,,,,,0.0
2016-08-25,14:00,,1,7,112,,,
2016-08-25,14:30,,,,,,,0.0
2016-08-25,15:00,,1,8,116,,,
2016-08-25,15:30,,,,,,,0.0
2016-08-25,16:00,,1,7,108,,,
2016-08-25,16:30,,,,,,,0.0
2016-08-25,17:00,,1,8,105,,,
2016-08-25,17:30,,,,,,,0.0
2016-08-25,18:00,,1,9,109,,,
2016-08-25,18:30,,,,,,,0.0
2016-08-25,19:00,,1,14,102,,,
2016-08-25,19:30,,,,,,,0.0
2016-08-25,20:00,,1,21,74,,,
2016-08-25,20:30,,,,,,,0.0
2016-08-25,21:00,,1,32,55,,,
2016-08-25,21:30,,,,,,,0.0
2016-08-25,22:00,,1,27,56,,,
2016-08-25,22:30,,,,,,,0.0
2016-08-25,23:00,,1,17,62,,,
2016-08-25,23:30,,,,,,,0.0
2016-08-26,00:00,,1,8,64,,,
2016-08-26,00:30,,,,,,11.08,0.0
2016-08-26,01:00,,1,8,66,,,
2016-08-26,01:30,,,,,,,0.0
2016-08-26,02:00,,1,8,68,,,
2016-08-26,02:30,,,,,,,0.0
2016-08-26,03:00,,1,7,70,,,
2016-08-26,03:30,,,,,,,0.0
2016-08-26,04:00,,1,7,70,,,
2016-08-26,04:30,,,,,,,0.0
2016-08-26,05:00,,1,8,69,,,
2016-08-26,05:30,,,,,,,0.0
2016-08-26,06:00,,1,15,62,,,
2016-08-26,06:30,,,,,,,0.0
2016-08-26,07:00,,3,27,56,,,
2016-08-26,07:30,,,,,,,0.0
2016-08-26,08:00,,2,20,68,,,
2016-08-26,08:30,,,,,,,0.0
2016-08-26,09:00,,1,15,84,,,
2016-08-26,09:30,,,,,,,0.0
2016-08-26,10:00,,1,10,95,,,
2016-08-26,10:30,,,,,,,0.0
2016-08-26,11:00,,1,10,99,,,
2016-08-26,11:30,,,,,,,0.0
2016-08-26,12:00,,1,8,107,,,
2016-08-26,12:30,,,,,,,0.0
2016-08-26,13:00,,1,9,113,,,
2016-08-26,13:30,,,,,,,0.0
2016-08-26,14:00,,1,9,121,,,
2016-08-26,14:30,,,,,,,0.0
2016-08-26,15:00,,1,11,129,,,
2016-08-26,15:30,,,,,,,0.0
2016-08-26,16:00,,1,12,136,,,
2016-08-26,16:30,,,,,,,0.0
2016-08-26,17:00,,1,10,142,,,
2016-08-26,17:30,,,,,,,0.0
2016-08-26,18:00,,1,12,139,,,
2016-08-26,18:30,,,,,,,0.0
2016-08-26,19:00,,1,17,122,,,
2016-08-26,19:30,,,,,,,0.0
2016-08-26,20:00,,1,21,106,,,
2016-08-26,20:30,,,,,,,0.0
2016-08-26,21:00,,1,27,81,,,
2016-08-26,21:30,,,,,,,0.0
2016-08-26,22:00,,1,23,71,,,
2016-08-26,22:30,,,,,,,0.0
2016-08-26,23:00,,1,14,77,,,
2016-08-26,23:30,,,,,,,0.0
2016-08-27,00:00,,1,10,76,,,
2016-08-27,00:30,,,,,,13.11,0.0
2016-08-27,01:00,,1,9,72,,,
2016-08-27,01:30,,,,,,,0.0
2016-08-27,02:00,,1,8,70,,,
2016-08-27,02:30,,,,,,,0.0
2016-08-27,03:00,,1,8,69,,,
2016-08-27,03:30,,,,,,,0.0
2016-08-27,04:00,,1,7,69,,,
2016-08-27,04:30,,,,,,,0.0
2016-08-27,05:00,,1,8,67,,,
2016-08-27,05:30,,,,,,,0.0
2016-08-27,06:00,,1,9,64,,,
2016-08-27,06:30,,,,,,,0.0
2016-08-27,07:00,,1,10,63,,,
2016-08-27,07:30,,,,,,,0.0
2016-08-27,08:00,,1,11,64,,,
2016-08-27,08:30,,,,,,,0.0
2016-08-27,09:00,,1,11,73,,,
2016-08-27,09:30,,,,,,,0.0
2016-08-27,10:00,,1,11,85,,,
2016-08-27,10:30,,,,,,,0.0
2016-08-27,11:00,,1,10,105,,,
2016-08-27,11:30,,,,,,,0.0
2016-08-27,12:00,,1,7,125,,,
2016-08-27,12:30,,,,,,,0.0
2016-08-27,13:00,,1,5,133,,,
2016-08-27,13:30,,,,,,,0.0
2016-08-27,14:00,,1,5,143,,,
2016-08-27,14:30,,,,,,,0.0
2016-08-27,15:00,,1,5,149,,,
2016-08-27,15:30,,,,,,,0.0
2016-08-27,16:00,,1,4,150,,,
2016-08-27,16:30,,,,,,,0.0
2016-08-27,17:00,,1,5,143,,,
2016-08-27,17:30,,,,,,,0.0
2016-08-27,18:00,,1,5,128,,,
2016-08-27,18:30,,,,,,,0.0
2016-08-27,19:00,,1,13,107,,,
2016-08-27,19:30,,,,,,,0.0
2016-08-27,20:00,,1,22,92,,,
2016-08-27,20:30,,,,,,,0.0
2016-08-27,21:00,,1,27,74,,,
2016-08-27,21:30,,,,,,,0.0
2016-08-27,22:00,,1,28,63,,,
2016-08-27,22:30,,,,,,,0.0
2016-08-27,23:00,,1,22,64,,,
2016-08-27,23:30,,,,,,,0.0
2016-08-28,00:00,,1,19,59,,,
2016-08-28,00:30,,,,,,15.46,0.0
2016-08-28,01:00,,1,11,58,,,
2016-08-28,01:30,,,,,,,0.0
2016-08-28,02:00,,1,9,57,,,
2016-08-28,02:30,,,,,,,0.0
2016-08-28,03:00,,1,8,54,,,
2016-08-28,03:30,,,,,,,0.0
2016-08-28,04:00,,1,7,58,,,
2016-08-28,04:30,,,,,,,0.0
2016-08-28,05:00,,1,6,63,,,
2016-08-28,05:30,,,,,,,0.0
2016-08-28,06:00,,1,7,59,,,
2016-08-28,06:30,,,,,,,0.0
2016-08-28,07:00,,1,7,59,,,
2016-08-28,07:30,,,,,,,0.0
2016-08-28,08:00,,1,8,61,,,
2016-08-28,08:30,,,,,,,0.0
2016-08-28,09:00,,1,7,72,,,
2016-08-28,09:30,,,,,,,0.0
2016-08-28,10:00,,1,7,87,,,
2016-08-28,10:30,,,,,,,0.0
2016-08-28,11:00,,1,7,104,,,
2016-08-28,11:30,,,,,,,0.0
2016-08-28,12:00,,1,7,122,,,
2016-08-28,12:30,,,,,,,0.0
2016-08-28,13:00,,1,7,137,,,
2016-08-28,13:30,,,,,,,0.0
2016-08-28,14:00,,1,7,151,,,
2016-08-28,14:30,,,,,,,0.0
2016-08-28,15:00,,1,8,155,,,
2016-08-28,15:30,,,,,,,0.0
2016-08-28,16:00,,1,10,156,,,
2016-08-28,16:30,,,,,,,0.0
2016-08-28,17:00,,1,12,147,,,
2016-08-28,17:30,,,,,,,0.0
2016-08-28,18:00,,1,15,138,,,
2016-08-28,18:30,,,,,,,0.0
2016-08-28,19:00,,1,28,102,,,
2016-08-28,19:30,,,,,,,0.0
2016-08-28,20:00,,1,34,90,,,
2016-08-28,20:30,,,,,,,0.0
2016-08-28,21:00,,1,48,58,,,
2016-08-28,21:30,,,,,,,0.0
2016-08-28,22:00,,1,20,88,,,
2016-08-28,22:30,,,,,,,0.0
2016-08-28,23:00,,1,5,104,,,
2016-08-28,23:30,,,,,,,0.0
2016-08-29,00:00,,1,7,89,,,
2016-08-29,00:30,,,,,,6.41,0.0
2016-08-29,01:00,,1,10,76,,,
2016-08-29,01:30,,,,,,,0.0
2016-08-29,02:00,,1,13,61,,,
2016-08-29,02:30,,,,,,,0.0
2016-08-29,03:00,,1,22,47,,,
2016-08-29,03:30,,,,,,,0.0
2016-08-29,04:00,,1,19,48,,,
2016-08-29,04:30,,,,,,,0.0
2016-08-29,05:00,,1,14,57,,,
2016-08-29,05:30,,,,,,,0.0
2016-08-29,06:00,,1,20,48,,,
2016-08-29,06:30,,,,,,,0.0
2016-08-29,07:00,,1,30,39,,,
2016-08-29,07:30,,,,,,,0.0
2016-08-29,08:00,,5,30,43,,,
2016-08-29,08:30,,,,,,,0.0
2016-08-29,09:00,,1,17,53,,,
2016-08-29,09:30,,,,,,,0.0
2016-08-29,10:00,,1,12,63,,,
2016-08-29,10:30,,,,,,,0.0
2016-08-29,11:00,,2,9,74,,,
2016-08-29,11:30,,,,,,,0.0
2016-08-29,12:00,,1,7,82,,,
2016-08-29,12:30,,,,,,,0.0
2016-08-29,13:00,,1,6,85,,,
2016-08-29,13:30,,,,,,,0.0
2016-08-29,14:00,,1,7,88,,,
2016-08-29,14:30,,,,,,,0.0
2016-08-29,15:00,,1,7,87,,,
2016-08-29,15:30,,,,,,,0.0
2016-08-29,16:00,,1,7,76,,,
2016-08-29,16:30,,,,,,,0.0
2016-08-29,17:00,,2,9,71,,,
2016-08-29,17:30,,,,,,,0.0
2016-08-29,18:00,,1,8,69,,,
2016-08-29,18:30,,,,,,,0.0
2016-08-29,19:00,,1,8,66,,,
2016-08-29,19:30,,,,,,,0.0
2016-08-29,20:00,,1,9,69,,,
2016-08-29,20:30,,,,,,,0.0
2016-08-29,21:00,,1,9,74,,,
2016-08-29,21:30,,,,,,,0.0
2016-08-29,22:00,,1,12,66,,,
2016-08-29,22:30,,,,,,,0.0
2016-08-29,23:00,,1,7,73,,,
2016-08-29,23:30,,,,,,,0.0
2016-08-30,00:00,,1,7,69,,,
2016-08-30,00:30,,,,,,4.42,0.0
2016-08-30,01:00,,1,4,68,,,
2016-08-30,01:30,,,,,,,0.0
2016-08-30,02:00,,1,3,64,,,
2016-08-30,02:30,,,,,,,0.0
2016-08-30,03:00,,1,4,60,,,
2016-08-30,03:30,,,,,,,0.0
2016-08-30,04:00,,1,5,57,,,
2016-08-30,04:30,,,,,,,0.0
2016-08-30,05:00,,1,10,48,,,
2016-08-30,05:30,,,,,,,0.0
2016-08-30,06:00,,1,16,42,,,
2016-08-30,06:30,,,,,,,0.0
2016-08-30,07:00,,2,17,42,,,
2016-08-30,07:30,,,,,,,0.0
2016-08-30,08:00,,2,12,51,,,
2016-08-30,08:30,,,,,,,0.0
2016-08-30,09:00,,2,9,56,,,
2016-08-30,09:30,,,,,,,0.0
2016-08-30,10:00,,1,6,61,,,
2016-08-30,10:30,,,,,,,0.0
2016-08-30,11:00,,1,3,69,,,
2016-08-30,11:30,,,,,,,0.0
2016-08-30,12:00,,1,3,75,,,
2016-08-30,12:30,,,,,,,0.0
2016-08-30,13:00,,1,3,77,,,
2016-08-30,13:30,,,,,,,0.0
2016-08-30,14:00,,2,5,78,,,
2016-08-30,14:30,,,,,,,0.0
2016-08-30,15:00,,1,4,81,,,
2016-08-30,15:30,,,,,,,0.0
2016-08-30,16:00,,1,4,83,,,
2016-08-30,16:30,,,,,,,0.0
2016-08-30,17:00,,1,6,81,,,
2016-08-30,17:30,,,,,,,0.0
2016-08-30,18:00,,1,6,78,,,
2016-08-30,18:30,,,,,,,0.0
2016-08-30,19:00,,1,11,68,,,
2016-08-30,19:30,,,,,,,0.0
2016-08-30,20:00,,1,21,53,,,
2016-08-30,20:30,,,,,,,0.0
2016-08-30,21:00,,1,35,33,,,
2016-08-30,21:30,,,,,,,0.0
2016-08-30,22:00,,1,43,17,,,
2016-08-30,22:30,,,,,,,0.0
2016-08-30,23:00,,2,44,9,,,
2016-08-30,23:30,,,,,,,0.0
2016-08-31,00:00,,2,26,23,,,
2016-08-31,00:30,,,,,,6.65,0.0
2016-08-31,01:00,,1,14,31,,,
2016-08-31,01:30,,,,,,,0.0
2016-08-31,02:00,,1,12,31,,,
2016-08-31,02:30,,,,,,,0.0
2016-08-31,03:00,,1,11,28,,,
2016-08-31,03:30,,,,,,,0.0
2016-08-31,04:00,,1,10,26,,,
2016-08-31,04:30,,,,,,,0.0
2016-08-31,05:00,,1,11,27,,,
2016-08-31,05:30,,,,,,,0.0
2016-08-31,06:00,,1,17,21,,,
2016-08-31,06:30,,,,,,,0.0
2016-08-31,07:00,,5,21,17,,,
2016-08-31,07:30,,,,,,,0.0
2016-08-31,08:00,,8,25,20,,,
2016-08-31,08:30,,,,,,,0.0
2016-08-31,09:00,,3,15,43,,,
2016-08-31,09:30,,,,,,,0.0
2016-08-31,10:00,,1,8,66,,,
2016-08-31,10:30,,,,,,,0.0
2016-08-31,11:00,,1,7,77,,,
2016-08-31,11:30,,,,,,,0.0
2016-08-31,12:00,,1,8,85,,,
2016-08-31,12:30,,,,,,,0.0
2016-08-31,13:00,,1,8,92,,,
2016-08-31,13:30,,,,,,,0.0
2016-08-31,14:00,,1,8,100,,,
2016-08-31,14:30,,,,,,,0.0
2016-08-31,15:00,,1,9,104,,,
2016-08-31,15:30,,,,,,,0.0
2016-08-31,16:00,,1,10,107,,,
2016-08-31,16:30,,,,,,,0.0
2016-08-31,17:00,,1,8,111,,,
2016-08-31,17:30,,,,,,,0.0
2016-08-31,18:00,,1,10,110,,,
2016-08-31,18:30,,,,,,,0.0
2016-08-31,19:00,,1,21,93,,,
2016-08-31,19:30,,,,,,,0.0
2016-08-31,20:00,,1,41,62,,,
2016-08-31,20:30,,,,,,,0.0
2016-08-31,21:00,,1,26,68,,,
2016-08-31,21:30,,,,,,,0.0
2016-08-31,22:00,,1,26,57,,,
2016-08-31,22:30,,,,,,,0.0
2016-08-31,23:00,,1,17,59,,,
2016-08-31,23:30,,,,,,,0.0
2016-09-01,00:00,,1,12,61,,,
2016-09-01,00:30,,,,,,10.35,0.0
2016-09-01,01:00,,1,11,56,,,
2016-09-01,01:30,,,,,,,0.0
2016-09-01,02:00,,1,10,51,,,
2016-09-01,02:30,,,,,,,0.0
2016-09-01,03:00,,1,10,53,,,
2016-09-01,03:30,,,,,,,0.0
2016-09-01,04:00,,1,10,51,,,
2016-09-01,04:30,,,,,,,0.0
2016-09-01,05:00,,1,12,49,,,
2016-09-01,05:30,,,,,,,0.0
2016-09-01,06:00,,2,23,39,,,
2016-09-01,06:30,,,,,,,0.0
2016-09-01,07:00,,2,29,33,,,
2016-09-01,07:30,,,,,,,0.0
2016-09-01,08:00,,5,33,29,,,
2016-09-01,08:30,,,,,,,0.0
2016-09-01,09:00,,8,37,32,,,
2016-09-01,09:30,,,,,,,0.0
2016-09-01,10:00,,9,36,46,,,
2016-09-01,10:30,,,,,,,0.0
2016-09-01,11:00,,5,31,76,,,
2016-09-01,11:30,,,,,,,0.0
2016-09-01,12:00,,1,11,115,,,
2016-09-01,12:30,,,,,,,0.0
2016-09-01,13:00,,1,8,130,,,
2016-09-01,13:30,,,,,,,0.0
2016-09-01,14:00,,1,9,131,,,
2016-09-01,14:30,,,,,,,0.0
2016-09-01,15:00,,1,13,124,,,
2016-09-01,15:30,,,,,,,0.0
2016-09-01,16:00,,1,13,124,,,
2016-09-01,16:30,,,,,,,0.0
2016-09-01,17:00,,1,13,126,,,
2016-09-01,17:30,,,,,,,0.0
2016-09-01,18:00,,1,14,121,,,
2016-09-01,18:30,,,,,,,0.0
2016-09-01,19:00,,1,16,117,,,
2016-09-01,19:30,,,,,,,0.0
2016-09-01,20:00,,1,30,83,,,
2016-09-01,20:30,,,,,,,0.0
2016-09-01,21:00,,1,36,65,,,
2016-09-01,21:30,,,,,,,0.0
2016-09-01,22:00,,1,50,42,,,
2016-09-01,22:30,,,,,,,0.0
2016-09-01,23:00,,1,45,39,,,
2016-09-01,23:30,,,,,,,0.0
2016-09-02,00:00,,1,57,20,,,
2016-09-02,00:30,,,,,,14.11,0.0
2016-09-02,01:00,,1,38,27,,,
2016-09-02,01:30,,,,,,,0.0
2016-09-02,02:00,,1,22,37,,,
2016-09-02,02:30,,,,,,,0.0
2016-09-02,03:00,,1,22,32,,,
2016-09-02,03:30,,,,,,,0.0
2016-09-02,04:00,,1,20,28,,,
2016-09-02,04:30,,,,,,,0.0
2016-09-02,05:00,,1,27,16,,,
2016-09-02,05:30,,,,,,,0.0
2016-09-02,06:00,,16,40,4,,,
2016-09-02,06:30,,,,,,,0.0
2016-09-02,07:00,,31,46,4,,,
2016-09-02,07:30,,,,,,,0.0
2016-09-02,08:00,,38,58,7,,,
2016-09-02,08:30,,,,,,,0.0
2016-09-02,09:00,,15,44,25,,,
2016-09-02,09:30,,,,,,,0.0
2016-09-02,10:00,,8,33,42,,,
2016-09-02,10:30,,,,,,,0.0
2016-09-02,11:00,,3,22,60,,,
2016-09-02,11:30,,,,,,,0.0
2016-09-02,12:00,,3,21,72,,,
